case_id,model_name,predicted_onset,predicted_pattern,score_or_rank,included_terms
dtest_case_0026,step_FE_only,t0,dependency_mediated_propagation,0.375,step_FE
dtest_case_0026,lag_only,t2,dependency_mediated_propagation,0.372,lag
dtest_case_0026,A_only,t0,local_verification_collapse,0.399,A
dtest_case_0026,I_nec_only,none,unverifiable_or_excluded,0.231,I_nec
dtest_case_0026,A_plus_I_nec,t2,unverifiable_or_excluded,0.643,A+I_nec
dtest_case_0026,step_FE_plus_lag,none,local_verification_collapse,0.378,step_FE+lag
dtest_case_0027,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0027,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0027,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0027,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0027,endpoint_heuristic_uniform_random_seeded,t0,dependency_mediated_propagation,0.47,random
dtest_case_0027,simple_step_level,t2,burst_associated_degradation,0.573,step_FE
dtest_case_0027,descriptive_error_label,t0,boundary_case,0.504,error_label
dtest_case_0027,step_FE_only,t2,dependency_mediated_propagation,0.468,step_FE
dtest_case_0027,lag_only,none,boundary_case,0.324,lag
dtest_case_0027,A_only,none,local_verification_collapse,0.409,A
dtest_case_0027,I_nec_only,t2,burst_associated_degradation,0.393,I_nec
dtest_case_0027,A_plus_I_nec,t2,local_verification_collapse,0.572,A+I_nec
dtest_case_0027,step_FE_plus_lag,t2,burst_associated_degradation,0.527,step_FE+lag
dtest_case_0028,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0028,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0028,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0028,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0028,endpoint_heuristic_uniform_random_seeded,t2,dependency_mediated_propagation,0.491,random
dtest_case_0028,simple_step_level,none,unverifiable_or_excluded,0.466,step_FE
dtest_case_0028,descriptive_error_label,t2,local_verification_collapse,0.443,error_label
dtest_case_0028,step_FE_only,t1,unverifiable_or_excluded,0.524,step_FE
dtest_case_0028,lag_only,t2,dependency_mediated_propagation,0.34,lag
dtest_case_0028,A_only,t0,boundary_case,0.351,A
dtest_case_0028,I_nec_only,t1,boundary_case,0.417,I_nec
dtest_case_0028,A_plus_I_nec,none,burst_associated_degradation,0.371,A+I_nec
dtest_case_0028,step_FE_plus_lag,t0,dependency_mediated_propagation,0.389,step_FE+lag
dtest_case_0029,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0029,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0029,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0029,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0029,endpoint_heuristic_uniform_random_seeded,not_identifiable,local_verification_collapse,0.239,random
dtest_case_0029,simple_step_level,t2,local_verification_collapse,0.541,step_FE
dtest_case_0029,descriptive_error_label,t0,unverifiable_or_excluded,0.3,error_label
dtest_case_0029,step_FE_only,t0,local_verification_collapse,0.534,step_FE
dtest_case_0029,lag_only,t2,dependency_mediated_propagation,0.344,lag
dtest_case_0029,A_only,t0,local_verification_collapse,0.525,A
dtest_case_0029,I_nec_only,t0,burst_associated_degradation,0.347,I_nec
dtest_case_0029,A_plus_I_nec,t2,unverifiable_or_excluded,0.572,A+I_nec
dtest_case_0029,step_FE_plus_lag,t0,dependency_mediated_propagation,0.556,step_FE+lag
dtest_case_0030,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0030,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0030,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0030,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0030,endpoint_heuristic_uniform_random_seeded,t0,unverifiable_or_excluded,0.303,random
dtest_case_0030,simple_step_level,t1,dependency_mediated_propagation,0.542,step_FE
dtest_case_0030,descriptive_error_label,t0,dependency_mediated_propagation,0.303,error_label
dtest_case_0030,step_FE_only,t1,dependency_mediated_propagation,0.495,step_FE
dtest_case_0030,lag_only,t1,local_verification_collapse,0.476,lag
dtest_case_0030,A_only,none,local_verification_collapse,0.571,A
dtest_case_0030,I_nec_only,t0,boundary_case,0.255,I_nec
dtest_case_0030,A_plus_I_nec,none,boundary_case,0.575,A+I_nec
dtest_case_0030,step_FE_plus_lag,t1,local_verification_collapse,0.372,step_FE+lag
dtest_case_0031,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0031,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0031,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0031,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0031,endpoint_heuristic_uniform_random_seeded,t2,burst_associated_degradation,0.344,random
dtest_case_0031,simple_step_level,none,local_verification_collapse,0.377,step_FE
dtest_case_0031,descriptive_error_label,t2,unverifiable_or_excluded,0.471,error_label
dtest_case_0031,step_FE_only,t0,burst_associated_degradation,0.445,step_FE
dtest_case_0031,lag_only,t1,local_verification_collapse,0.422,lag
dtest_case_0031,A_only,t0,unverifiable_or_excluded,0.345,A
dtest_case_0031,I_nec_only,t1,burst_associated_degradation,0.316,I_nec
dtest_case_0031,A_plus_I_nec,t2,unverifiable_or_excluded,0.516,A+I_nec
dtest_case_0031,step_FE_plus_lag,t0,unverifiable_or_excluded,0.516,step_FE+lag
dtest_case_0032,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0032,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0032,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0032,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0032,endpoint_heuristic_uniform_random_seeded,not_identifiable,boundary_case,0.22,random
dtest_case_0032,simple_step_level,none,dependency_mediated_propagation,0.395,step_FE
dtest_case_0032,descriptive_error_label,t2,unverifiable_or_excluded,0.514,error_label
dtest_case_0032,step_FE_only,t1,burst_associated_degradation,0.478,step_FE
dtest_case_0032,lag_only,t1,burst_associated_degradation,0.404,lag
dtest_case_0032,A_only,none,local_verification_collapse,0.498,A
dtest_case_0032,I_nec_only,t0,boundary_case,0.388,I_nec
dtest_case_0032,A_plus_I_nec,t2,burst_associated_degradation,0.516,A+I_nec
dtest_case_0032,step_FE_plus_lag,t0,unverifiable_or_excluded,0.471,step_FE+lag
dtest_case_0033,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0033,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0033,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0033,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0033,endpoint_heuristic_uniform_random_seeded,not_identifiable,dependency_mediated_propagation,0.217,random
dtest_case_0033,simple_step_level,t2,dependency_mediated_propagation,0.59,step_FE
dtest_case_0033,descriptive_error_label,t1,dependency_mediated_propagation,0.314,error_label
dtest_case_0033,step_FE_only,none,unverifiable_or_excluded,0.541,step_FE
dtest_case_0033,lag_only,none,local_verification_collapse,0.355,lag
dtest_case_0033,A_only,none,local_verification_collapse,0.593,A
dtest_case_0033,I_nec_only,t1,local_verification_collapse,0.359,I_nec
dtest_case_0033,A_plus_I_nec,none,dependency_mediated_propagation,0.613,A+I_nec
dtest_case_0033,step_FE_plus_lag,none,boundary_case,0.423,step_FE+lag
dtest_case_0034,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0034,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0034,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0034,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0034,endpoint_heuristic_uniform_random_seeded,t0,dependency_mediated_propagation,0.497,random
dtest_case_0034,simple_step_level,t0,boundary_case,0.514,step_FE
dtest_case_0034,descriptive_error_label,t2,dependency_mediated_propagation,0.482,error_label
dtest_case_0034,step_FE_only,t1,burst_associated_degradation,0.355,step_FE
dtest_case_0034,lag_only,none,boundary_case,0.378,lag
dtest_case_0034,A_only,t2,unverifiable_or_excluded,0.417,A
dtest_case_0034,I_nec_only,t1,boundary_case,0.215,I_nec
dtest_case_0034,A_plus_I_nec,t1,local_verification_collapse,0.641,A+I_nec
dtest_case_0034,step_FE_plus_lag,t1,unverifiable_or_excluded,0.442,step_FE+lag
dtest_case_0035,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0035,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0035,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0035,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0035,endpoint_heuristic_uniform_random_seeded,not_identifiable,unverifiable_or_excluded,0.271,random
dtest_case_0035,simple_step_level,t1,dependency_mediated_propagation,0.311,step_FE
dtest_case_0035,descriptive_error_label,t0,dependency_mediated_propagation,0.278,error_label
dtest_case_0035,step_FE_only,t2,burst_associated_degradation,0.453,step_FE
dtest_case_0035,lag_only,none,burst_associated_degradation,0.446,lag
dtest_case_0035,A_only,none,local_verification_collapse,0.347,A
dtest_case_0035,I_nec_only,none,boundary_case,0.323,I_nec
dtest_case_0035,A_plus_I_nec,t2,local_verification_collapse,0.423,A+I_nec
dtest_case_0035,step_FE_plus_lag,t0,dependency_mediated_propagation,0.583,step_FE+lag
dtest_case_0036,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0036,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0036,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0036,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0036,endpoint_heuristic_uniform_random_seeded,t1,dependency_mediated_propagation,0.362,random
dtest_case_0036,simple_step_level,t2,unverifiable_or_excluded,0.476,step_FE
dtest_case_0036,descriptive_error_label,t1,dependency_mediated_propagation,0.394,error_label
dtest_case_0036,step_FE_only,t2,dependency_mediated_propagation,0.361,step_FE
dtest_case_0036,lag_only,t1,burst_associated_degradation,0.495,lag
dtest_case_0036,A_only,none,dependency_mediated_propagation,0.506,A
dtest_case_0036,I_nec_only,t0,boundary_case,0.291,I_nec
dtest_case_0036,A_plus_I_nec,none,burst_associated_degradation,0.45,A+I_nec
dtest_case_0036,step_FE_plus_lag,t0,unverifiable_or_excluded,0.374,step_FE+lag
dtest_case_0037,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0037,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0037,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0037,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0037,endpoint_heuristic_uniform_random_seeded,t2,local_verification_collapse,0.464,random
dtest_case_0037,simple_step_level,t2,local_verification_collapse,0.588,step_FE
dtest_case_0037,descriptive_error_label,t0,unverifiable_or_excluded,0.376,error_label
dtest_case_0037,step_FE_only,t1,unverifiable_or_excluded,0.311,step_FE
dtest_case_0037,lag_only,t2,dependency_mediated_propagation,0.381,lag
dtest_case_0037,A_only,t1,burst_associated_degradation,0.501,A
dtest_case_0037,I_nec_only,t0,boundary_case,0.427,I_nec
dtest_case_0037,A_plus_I_nec,t0,burst_associated_degradation,0.645,A+I_nec
dtest_case_0037,step_FE_plus_lag,t1,local_verification_collapse,0.497,step_FE+lag
dtest_case_0038,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0038,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0038,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0038,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0038,endpoint_heuristic_uniform_random_seeded,t2,unverifiable_or_excluded,0.372,random
dtest_case_0038,simple_step_level,t2,boundary_case,0.473,step_FE
dtest_case_0038,descriptive_error_label,t2,dependency_mediated_propagation,0.432,error_label
dtest_case_0038,step_FE_only,t2,unverifiable_or_excluded,0.431,step_FE
dtest_case_0038,lag_only,none,local_verification_collapse,0.322,lag
dtest_case_0038,A_only,none,dependency_mediated_propagation,0.34,A
dtest_case_0038,I_nec_only,t1,burst_associated_degradation,0.425,I_nec
dtest_case_0038,A_plus_I_nec,t0,dependency_mediated_propagation,0.563,A+I_nec
dtest_case_0038,step_FE_plus_lag,none,boundary_case,0.536,step_FE+lag
dtest_case_0039,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0039,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0039,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0039,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0039,endpoint_heuristic_uniform_random_seeded,t1,boundary_case,0.373,random
dtest_case_0039,simple_step_level,t0,boundary_case,0.431,step_FE
dtest_case_0039,descriptive_error_label,t0,local_verification_collapse,0.372,error_label
dtest_case_0039,step_FE_only,t1,boundary_case,0.36,step_FE
dtest_case_0039,lag_only,t1,local_verification_collapse,0.483,lag
dtest_case_0039,A_only,t2,dependency_mediated_propagation,0.416,A
dtest_case_0039,I_nec_only,t2,burst_associated_degradation,0.276,I_nec
dtest_case_0039,A_plus_I_nec,t2,boundary_case,0.522,A+I_nec
dtest_case_0039,step_FE_plus_lag,none,unverifiable_or_excluded,0.566,step_FE+lag
dtest_case_0040,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0040,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0040,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0040,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0040,endpoint_heuristic_uniform_random_seeded,t0,boundary_case,0.442,random
dtest_case_0040,simple_step_level,none,boundary_case,0.549,step_FE
dtest_case_0040,descriptive_error_label,t2,unverifiable_or_excluded,0.481,error_label
dtest_case_0040,step_FE_only,none,boundary_case,0.465,step_FE
dtest_case_0040,lag_only,t0,burst_associated_degradation,0.498,lag
dtest_case_0040,A_only,none,burst_associated_degradation,0.387,A
dtest_case_0040,I_nec_only,none,dependency_mediated_propagation,0.343,I_nec
dtest_case_0040,A_plus_I_nec,t1,local_verification_collapse,0.367,A+I_nec
dtest_case_0040,step_FE_plus_lag,t0,unverifiable_or_excluded,0.44,step_FE+lag
dtest_case_0041,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0041,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0041,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0041,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0041,endpoint_heuristic_uniform_random_seeded,t0,boundary_case,0.382,random
dtest_case_0041,simple_step_level,t2,unverifiable_or_excluded,0.37,step_FE
dtest_case_0041,descriptive_error_label,t1,dependency_mediated_propagation,0.466,error_label
dtest_case_0041,step_FE_only,none,burst_associated_degradation,0.452,step_FE
dtest_case_0041,lag_only,t2,unverifiable_or_excluded,0.304,lag
dtest_case_0041,A_only,t1,burst_associated_degradation,0.417,A
dtest_case_0041,I_nec_only,t0,burst_associated_degradation,0.438,I_nec
dtest_case_0041,A_plus_I_nec,t2,unverifiable_or_excluded,0.37,A+I_nec
dtest_case_0041,step_FE_plus_lag,t0,boundary_case,0.496,step_FE+lag
dtest_case_0042,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0042,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0042,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0042,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0042,endpoint_heuristic_uniform_random_seeded,t1,dependency_mediated_propagation,0.249,random
dtest_case_0042,simple_step_level,none,boundary_case,0.409,step_FE
dtest_case_0042,descriptive_error_label,t2,unverifiable_or_excluded,0.537,error_label
dtest_case_0042,step_FE_only,t2,boundary_case,0.319,step_FE
dtest_case_0042,lag_only,none,unverifiable_or_excluded,0.271,lag
dtest_case_0042,A_only,t1,boundary_case,0.587,A
dtest_case_0042,I_nec_only,none,unverifiable_or_excluded,0.233,I_nec
dtest_case_0042,A_plus_I_nec,t0,local_verification_collapse,0.637,A+I_nec
dtest_case_0042,step_FE_plus_lag,none,unverifiable_or_excluded,0.513,step_FE+lag
dtest_case_0043,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0043,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0043,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0043,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0043,endpoint_heuristic_uniform_random_seeded,not_identifiable,burst_associated_degradation,0.274,random
dtest_case_0043,simple_step_level,t0,boundary_case,0.324,step_FE
dtest_case_0043,descriptive_error_label,t2,boundary_case,0.326,error_label
dtest_case_0043,step_FE_only,t2,burst_associated_degradation,0.453,step_FE
dtest_case_0043,lag_only,t0,unverifiable_or_excluded,0.385,lag
dtest_case_0043,A_only,none,local_verification_collapse,0.486,A
dtest_case_0043,I_nec_only,t0,dependency_mediated_propagation,0.369,I_nec
dtest_case_0043,A_plus_I_nec,none,dependency_mediated_propagation,0.504,A+I_nec
dtest_case_0043,step_FE_plus_lag,none,burst_associated_degradation,0.42,step_FE+lag
dtest_case_0044,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0044,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0044,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0044,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0044,endpoint_heuristic_uniform_random_seeded,not_identifiable,boundary_case,0.495,random
dtest_case_0044,simple_step_level,t1,burst_associated_degradation,0.472,step_FE
